title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
Keychron K2 Version 2,$44,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K2 Version 2 US,$87,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K2 Version 3,$89,"75%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3,$63,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Max,$89,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Max US,$110,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 NonBacklight UltraSlim Version 2,$56,"75%,",Tray Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Keychron K3 NonBacklight UltraSlim Version 2 US,$90,"75%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
Keychron K3 Pro,$83,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Pro Russian RU,$100,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Pro US,$110,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Ultraslim ES Version 2,$95,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Ultraslim FRISO,$83,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Ultraslim German ISODE Version 2,$87,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Ultraslim Japan Version 2,$59,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Ultraslim Nordic Version 2,$74,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Ultraslim Russian RU Version 2,$83,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Ultraslim Spanish Version 2,$64,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Ultraslim UK Version 2,$64,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Ultraslim US Version 2,$83,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K3 Ultraslim Version 2,$44,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 V3,$84,"75%,",Top Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K3 Version 3 US,$100,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K4 German ISODE Version 2,$59,"96%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 HE,$134,"96%,",Tray Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 Max,$99,"96%,",PCB Mount,no,yes,PCB Mount,yes,"Wireless,",no,no
Keychron K4 Nordic Version 2,$67,"96%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 Pro,$87,"96%,",Tray Mount,no,yes,n/a,yes,"Wireless,",no,no
Keychron K4 Pro US,$105,"96%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Keychron K4 Spanish ISOES Version 2,$125,"96%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K4 UK Version 2,$59,"96%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 US Version 2,$75,"96%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K4 V2 Laser Etched,$92,"96%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 Version 2,$59,"96%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K4 Version 3,$94,"96%,",Tray Mount,no,yes,n/a,yes,"Wireless,",no,no
Keychron K4 Version 3US,$100,"96%,",n/a,no,yes,Alu case,yes,n/a,no,no
Keychron K5,$74,"100%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K5 Max,$94,"100%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K5 Max US,$114,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K5 Pro,$87,"100%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K5 Pro Russian RU,$109,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K5 Pro US,$114,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K5 SE,$63,"100%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K5 SE Japan,$59,"100%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K5 SE UltraSlim US,$110,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K5 UltraSlim US,$115,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K5 V2,$89,"100%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6,$52,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 German ISODE,$69,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Laser Etched,$87,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 NonBacklight,$52,"65%,",Tray Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Keychron K6 NonBacklight US,$85,"65%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
Keychron K6 Nordic,$69,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Pro,$67,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Pro Japan,$91,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Pro Russian,$91,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Pro Russian RU,$109,"65%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 Pro US,$87,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K6 UK,$59,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K6 US,$83,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K7 Max,$89,"65%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Max US,$110,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K7 Pro,$83,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Pro US,$110,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K7 Ultraslim,$63,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Ultraslim German ISODE,$63,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Ultraslim Nordic,$63,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Ultraslim UK,$63,"65%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K7 Ultraslim US,$100,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K8,$59,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 German ISODE,$59,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Japan,$79,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Max,$94,"80%,",PCB Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 NonBacklight,$52,"80%,",Tray Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Keychron K8 NonBacklight US,$85,"80%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
Keychron K8 Nordic,$79,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Pro,$59,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Pro Japan,$91,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Pro US,$95,"80%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Russian RU,$97,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K8 Spanish ES,$124,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K8 UK,$79,"80%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 US,$79,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K8 V2,$89,"80%,",PCB Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K8 Version 2 US,$95,"80%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron K9 Pro,$67,"60%,",Tray Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron K9 Pro US,$110,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron Keychon V10 Max Alice,$84,"75%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,yes
Keychron Lemokey L1,$177,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Lemokey L3,$177,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Lemokey L3 US,$177,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Lemokey L4,$184,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron Lemokey L5 HE,$209,"75%,",Gasket Mount,yes,yes,n/a,no,"Wireless,",no,yes
Keychron Lemokey P1,$104,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Lemokey P1 HE,$169,"75%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,yes
Keychron OnePlus Pro Winter Bonfire,$204,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q0 Max Number Pad,$119,n/a,Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q0 Max Numpad,$99,n/a,Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q0 Number Pad,$59,"60%,",Tray Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Keychron Q0 Numpad,$74,n/a,Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Keychron Q0 Plus Number Pad,$82,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q0 Plus Number Pad PCB,$2250,n/a,n/a,no,no,n/a,no,"Wired,",no,no
Keychron Q0 Plus Numpad,$84,n/a,Plate Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q1,$104,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q1 HE,$199,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 HE Japan,$239,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 HE US,$210,"75%,",n/a,yes,yes,Alu case,yes,"Wireless,",no,yes
Keychron Q1 Japan,$139,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q1 Max,$189,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 Max Japan,$229,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 Max US,$201,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 Pro,$151,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 Pro US,$164,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q1 US Version 2,$140,"75%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q1 V1,$89,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q1 V2,$109,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q10 Alice,$129,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q10 Alice Russian RU,$149,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q10 Alice US,$168,"75%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q10 Max Alice,$219,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q10 Max Alice US,$220,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q10 Pro Alice,$159,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q10 Pro Alice US,$181,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q11,$184,n/a,Tray Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q11 US,$197,n/a,n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q12,$129,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q12 Max,$199,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q12 US,$197,"96%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q13 Max Alice,$220,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q13 Pro Alice,$167,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q13 Pro Alice US,$211,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q14 Max Alice,$220,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q14 Pro Alice,$167,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q14 Pro Alice US,$211,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q15 Max,$199,n/a,Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q15 Max Orotholinear,$189,"65%,",Plate Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2,$109,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q2 HE,$239,"65%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2 Max,$169,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2 Max US,$201,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2 Pro,$151,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2 Pro US,$164,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q2 US,$140,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q3,$109,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q3 HE,$224,"80%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q3 Max,$194,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q3 Max US,$187,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q3 Pro,$143,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q3 Pro US,$177,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q3 Russian RU,$158,"80%,",PCB Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q3 US,$144,"80%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q4,$89,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q4 HE,$219,"60%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q4 Pro,$143,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron Q4 US,$132,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Keychron Q5,$119,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q5 HE,$249,"96%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q5 Max,$189,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q5 Max US,$190,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q5 Pro,$159,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q5 US,$162,"96%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q6,$119,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q6 HE,$239,"100%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q6 Max,$189,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q6 Max Japan,$239,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q6 Max US,$210,"100%,",n/a,no,yes,Alu case,yes,"Wireless,",no,yes
Keychron Q6 Pro,$160,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q6 Pro US,$202,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q6 US,$188,"100%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q60,$99,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Keychron Q60 Max,$199,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keychron Q60 Max US,$201,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Keychron Q60 US,$201,"60%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
Keychron Q65,$99,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q65 Max,$209,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q65 Max US,$201,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q65 US,$180,"65%,",n/a,no,yes,Alu case,yes,"Wired,",no,yes
Keychron Q7,$119,"70%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q7 US,$140,"70%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
Keychron Q8 Alice,$100,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q8 Alice US,$153,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q8 Max Alice,$154,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q8 Max Alice US,$210,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q8 Pro Alice,$159,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q8 Pro Alice US,$174,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Keychron Q9,$100,"40%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron Q9 US,$125,"60%,",PCB Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Keychron S1,$94,"75%,",Tray Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Keychron S1 US,$99,"75%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
Keychron V1,$44,"75%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V1 Max,$74,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V1 Max US,$100,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V1 Russian,$69,"75%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V1 Russian RU,$110,"75%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V1 US,$67,"75%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V10 Alice,$59,"75%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V10 Alice US,$100,"60%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V10 Max,$87,"75%,",Gasket Mount,yes,yes,n/a,yes,"Wireless,",no,yes
Keychron V10 Max US,$110,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V2,$44,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V2 Max,$74,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V2 Max US,$100,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V2 Russian,$69,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V2 Russian RU,$91,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V2 US,$70,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V3,$44,"80%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V3 Max,$74,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V3 Max US,$100,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V3 Russian,$54,"80%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V3 Russian RU,$91,"80%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V3 US,$80,"80%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V4,$39,"60%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V4 Max,$84,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V4 Max US,$95,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Keychron V4 US,$66,"60%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,no
Keychron V5,$49,"96%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V5 Max,$89,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V5 Max US,$105,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V5 Russian,$74,"96%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V5 Russian RU,$94,"96%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V5 US,$85,"96%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V6,$74,"100%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V6 Max,$89,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V6 Max US,$105,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keychron V6 Russian,$74,"100%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V6 Russian RU,$114,"100%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V6 US,$85,"100%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V7,$44,"70%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,no
Keychron V7 US,$80,"70%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,no
Keychron V8 Alice,$59,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V8 Alice US,$95,"65%,",Tray Mount,no,yes,n/a,yes,"Wired,",no,yes
Keychron V8 Max Alice,$99,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Keycool 108,$110,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Keycool 108 Laser Engraved,$99,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Keycool 87,$71,"80%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Keydous NJ68,$99,"65%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Keydous NJ68CP RT,$95,"65%,",n/a,yes,no,n/a,yes,"Wireless,",no,no
Keydous NJ80,$89,"80%,",n/a,no,yes,n/a,yes,"Wireless,",no,yes
Keydous NJ80AP,$129,"80%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Keydous NJ80CP V2 Rapid Trigger HE,$119,"80%,",n/a,yes,no,Alu case,yes,"Wireless,",no,yes
Keydous NJ81,$99,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Keydous NJ87 Pro,$139,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Keydous NJ98,$109,"98%,",n/a,no,yes,Alu case,yes,"Wireless,",yes,yes
Keydous NJ98CP V3 Rapid Trigger HE,$178,"98%,",n/a,yes,yes,Alu case,yes,"Wireless,",yes,yes
KeysMe Lunar 01,$259,"80%,",n/a,no,no,n/a,yes,n/a,no,no
Kiiboom Breeze 75,$136,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Kiiboom Moonshadow 81,$199,"75%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
Kiiboom Phantom 21,$85,n/a,Plate Mount,no,yes,n/a,yes,"Wireless,",no,yes
Kiiboom Phantom 68,$97,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Kiiboom Phantom 81,$159,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Kiiboom Phantom 81 V2,$159,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Kiiboom Phantom 98,$207,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Knife Lab Dolphins75,$136,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
LANGTU LT84,$89,"75%,",Sandwich Mount,no,yes,n/a,yes,"Wireless,",yes,yes
LUMINKEY 60 Pro,$145,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
LUMINKEY 75V2,$179,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
LUMINKEY 75v2 Horizontal Scroll Wheel,$229,"75%,",Plate Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
LUMINKEY LO75,$255,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
LUMINKEY LUMINKEY98 Exchangeable PAD Luminum,$225,"98%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
LUMINKEY LUMINKEY98 Switchable PAD Area,$215,"98%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
LUMINKEY Luminkey60 Pro,$145,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
LUMINKEY Luminkey65,$139,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
LUMINKEY Luminkey75 V2,$179,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,yes
LUMINKEY Luminkey80,$215,"80%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
LUMINKEY Luminkey98,$220,"98%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
